,Tweet
132,"Researchers from @UBuffalo identified a 30-second single-leg balance test that can recognize post-concussive impairments in children and teens. This simple test can help determine when patients can return to normal activity and competition. #concussion
https://t.co/B1UlF9Cpzf"
133,"Last time on the road this season!
🆚Buffalo
📍Buffalo, NY
🕖: 1 PM CST
🖥️ESPN 3: https://t.co/Uvqd4NkbAV
📻Radio: https://t.co/Rbr0UcprOm
📊Live Stats: https://t.co/UH5dXZANjM
📱Mobile App: https://t.co/xa34UoB3gH https://t.co/lWo7TlKwO3"
134,"Dr. Carla Jungquist, associate professor, will present ""Assessment for Deterioration of the Hospitalized Patient"" on 2/23 as part of @Medtronic Wednesday Webinar Series #UBuffalo Register here: https://t.co/IdbtQdiCcq"
135,Thank you @william_m_adams for being our seminar speaker today! Dr. Adams spoke about the US Olympic and Paralympic Sports Medicine Research Program. #UBuffalo #UBSPHHP #USOPC https://t.co/Sy9uv6IE4Q
136,"Second-years Victoria Parr and Marie Pettitt are lead authors on a new publication with the AT faculty! This CAT came from a class assignment. Excellent work on this manuscript! #UBuffalo #UBSPHHP #Publication

https://t.co/N4I9j9PdFO https://t.co/PnBomxvJz1"
137,Just keeping it 💯 both our basketball teams misses way to many rotations and gets bailed out because of the opponent . We must be better ‼️‼️💙🤍 Can’t just hope teams miss !! #ubuffalo
138,The #UBuffalo Men WIN! https://t.co/jYC1V6UzCI
139,The #UBuffalo Women hold off a furious Q4 Ohio comeback and WIN! https://t.co/T8Clv3Ggia
140,The #UBuffalo Men WIN! https://t.co/1QiUF75CqM
141,Another #UBuffalo &lt;—&gt; #Philadelphia connection! #UBHornsUp #AlwaysABull https://t.co/mgdjZ7jI2T
142,The #UBuffalo Women WIN! https://t.co/sXKyD8memU
143,The #UBuffalo WIN their ninth straight! https://t.co/8tmq7UqHOt
144,"#NCAA basketball 🏀 from #OTD in 1950 at the Memorial Auditorium in #Buffalo, NY:

#Canisius vs. St. Bonaventure 
#UBuffalo vs. #Lafayette College https://t.co/PGw9SZOLM2"
145,"#Big4 #NCAA basketball 🏀 from #OTD in 1948 at the Memorial Auditorium in #Buffalo, NY: 

#UBuffalo vs. #Niagara
#Canisius vs. St. Bonaventure https://t.co/AFmCvgt44i"
146,Wear your #UBuffalo blue for Tuesday’s @UBmenshoops game. #UBTrueBlue. https://t.co/Ats68Gu9Xx
147,"Typically held on the last Saturday before Spring final exams, #UBuffalo Oozefest offers pre-exam stress relief for the campus community. 🦬🦬 

➡️ https://t.co/L2qubZeNtd https://t.co/MuAbMRPdVg"
148,"Horace Brawley and Gregory Bruce of #UBuffalo basketball circa 1972. 🏀🦬

➡️ #FileFolderFriday | #Archives | #UBTrueBlue https://t.co/q2He5sNvIy"
149,"Get your #UBhornsUP ready, #UBuffalo! 🤘🏾🤘🏻🤘🏿 #ClevelandIsTheReason https://t.co/ZJZaDR71s6"
150,"#tbthursday to 4 years ago and the opening of the Jacobs School of Medicine and Biomedical Sciences at @UBuffalo. The 628,000-sq.-ft. building puts learning on display with glass-walled classrooms that cantilever over a central atrium.  https://t.co/DKjGpLAqMC https://t.co/bCWPngHKh1"
151,"February is American Heart Month when all people can focus on their cardiovascular health. For that, UB's School of Public Health and Health Professions and I have made this awareness! #UBPublicHealth #UBSPHHP #UBMPH #UBuffalo #MasterOfPublicHealth #BoldlyBuffalo https://t.co/gRtQUUGjUm"
152,We have several micro-credentials and growing! https://t.co/UvIhVvaubA
153,"Check out the #UBSPHHP monthly e-newsletter! Sign up to receive our monthly Health Impact Briefs to keep up with the #UBuffalo community.

https://t.co/4UMnDCzBNE

#UBPublicHealth https://t.co/7q3jCmgAVN"
154,@smhc8 @GovKathyHochul Waiting on @UBuffalo
155,@UBuffalo any mask update?
156,"Jarkko Hyysalo, @sandundasa, @sauvola - AIF
@jarihannu - Microelectronics
@christianschuss - OPEM
Mikko Rajanen - @INTERACTrg 
Teemu Leppänen - @ubicomp_oulu
David Doermann - @UBuffalo"
157,"Diabetes Mellitus: A Path to Amnesia, Personality, and Behavior Change https://t.co/3u94Or0eFG via @Biology_MDPI @karnavati_uni @UFPel @UBuffalo @OfficialUPNM 

#diabetes_mellitus #vascular_dementia #Alzheimers_Disease #inflammation #atherosclerosis #mitochondrial_dysfunction https://t.co/E3Q123AEum"
158,"Congratulations to @UBuffalo Professor Adel Sadek on being awarded $1.2M from @RutgersU. The SUNY Research Foundation is proud to support your work to improve transportation systems.
https://t.co/WnqOAVOgyi #SUNYResearch #SUNYImpact https://t.co/hWi7WXIXye"
159,Congratulations to @UBuffalo Distinguished Professor Stelios Andreadis for being awarded $1.2M from Curators of the University of Missouri. The SUNY Research Foundation is proud to support your work in regenerative medicine. https://t.co/GWIoCgrNTO #SUNYResearch #SUNYImpact https://t.co/rQUOnSzlxE
160,"In 3MT contest, PhD candidates to pitch their thesis in 3 minutes or less https://t.co/KU3Ut7ohu0 Join us next Friday over livestream! #3MT #UBuffalo #phd #research #graduateschool"
161,"In 3MT contest, PhD candidates to pitch their thesis in 3 minutes or less https://t.co/wg3jmpmWOD Can’t wait to hear their research pitch! Ready, Set, Pitch!  #3MT #UBuffalo #graduateschool"
162,"Eight UB students receive SUNY GREAT awards https://t.co/5W7d6CaQLV #UBuffalo, #SUNY, #SUNYGREAT #fellowship"
163,Good advice for #UBuffalo grad students https://t.co/WaAUxxosvk
164,Find out how #UBuffalo faculty members from @Jacobs_Med_UB are helping to revolutionize #orthopedic care: https://t.co/KeHOmmCYHj
165,"Music ties people together from all over the world, yet the foundations of its creation are often neglected in the media and history. 

Honor the influence Black music has on worldwide cultural growth TOMORROW at the IDC in-person or virtually. https://t.co/DvjqRYHgws #UBuffalo"
166,"Did you see the latest #UBuffalo CTSI Translational Spotlight newsletter? It featured: 

🔹Trial Innovation Network: resources for investigators
🔹Register for March 16 CTSI Annual Forum
🔹How to register your trial on https://t.co/ako3tvfAh8

Read it now: https://t.co/BMvVIlNoTo https://t.co/opSRRNRTJP"
167,"Register now for the 2022 #UBuffalo CTSI Annual Forum, to be held on March 16 via Zoom. - https://t.co/AC8xt03pNI https://t.co/UOrizFYyJV"
168,"#UBuffalo researchers seeking feedback, ideas, and resources have access to a unique collaborative initiative designed to help them develop and implement innovative solutions: the Trial Innovation Network. Check the CTSI story on UBNow.
 https://t.co/SddjXtlL7N"
169,Curious to see which research studies are currently seeking participants? Ready to help make this area a healthier place for all of us? Visit the #UBuffalo Participate in Research portal now at https://t.co/PAgGINLFns to find a study that’s right for you. https://t.co/fB3VpBtQJO
170,"Such a fun time! Always great to meet and hear from fellow #UBalumni. 🤘💙
#AlwaysABull 
#UBuffalo https://t.co/7TfItDWxfk"
171,"LET'S GOOO!!! Our men's basketball team is Cleveland bound! 🏀🙌🦬
#UBhornsUP🤘
#UBuffalo https://t.co/1HlAkYfdh1"
172,Looks awesome! 😲Can't wait to check it out soon.🎮🤘 #UBuffalo #esports https://t.co/XbkJzvcI4y
173,"“Learn how to sell.” Watch the full video of #UBuffalo grad Chris Miano from @thememoryfox for more career advice, and share your thoughts in the comments! https://t.co/ONNQ45hBRY https://t.co/SxR6iAmuSZ"
174,"“Try to hire people who are smarter, better and more equipped to do the job than you are.” Watch the video from #UBuffalo grad Rick Henry from @CPLDesignProf for more career advice, and share your thoughts! https://t.co/O25fOWk4L9 https://t.co/UgaB9moYa4"
175,"University wise, army strong: Today we're proud to highlight Maj. Virginia Bailey, AuD/MBA '11, in celebration of #BlackHistoryMonth

Bailey is hearing program manager and chief of audiology for the @USArmy in Alaska. Read more: https://t.co/IxWuRGer85

#UBuffalo #UBTrueBlue https://t.co/isHVqxmxO1"
176,"Hear candid reviews from five current UB MBA students on a variety of topics, from program curriculum to the MBA community and culture. 
https://t.co/4mTf6ltDZX 
#UBMBA #gradschool #UBuffalo https://t.co/agbdV2H3Cs"
177,"Complement your passion with a dual/collaborative/combined MBA. Hear from current students Joshua Israel, MSRED/MBA ’23, and Sumanth Thummala, March/MBA ’24, in the latest discussion. 
https://t.co/GUeqcwDhZb 
#DualDegree #UBuffalo https://t.co/rKaDXmzOni"
178,@UBSchoolofMGT @ubalumni @NFL @UBuffalo @UBMBAandMS 🤘🏽✨🤘🏽
179,"📣Check out this upcoming event w/ @UBGenderIn! Join us on Tue, March 8 @ 12PM for a book launch event New Books, New Feminist Directions. Prof. @VWidgeon will discuss her book &amp; @uofl Prof. Tracy E. K'Meyer will offer commentary.
Register Here: https://t.co/fOap8XEhCE #Ubuffalo"
180,"Join us on September 28th at 11:30 AM for @KamilRuszala , ""Citizens out of place? War refugees in East-Central Europe 1914–1920s."" Attendees can join in person or by Zoom. More info and registration: https://t.co/hWRgwnzNbT #UBuffalo https://t.co/q94Do9IfPC"
181,"@VWidgeon from @UB_History discusses the Long Civil Rights Movement, utopianism, and more in our newest podcast. Listen now: #UBuffalo https://t.co/w2tIE9c06y"
182,"📣Check out this upcoming event with @BuffaloHistory at 6 PM on March 9! Prof. @CaroleEmberton will discuss her new book, To Walk About in Freedom at the Buffalo History Museum. More info: https://t.co/JG3SUgcPwc #UBuffalo"
183,Shine Bright Like a Diamond 💎Lighting Up Alumni Arena every weekend 🤘#UBuffalo#UBTrueBlue#UBHornsUp 💙 https://t.co/WBczADjHou
184,@UBAthletics @UBmenshoops @UBuffalo @UBTrueBlue @UBCheer @UBDazzlers @UBMarchingBand Just checked our calendar - that's tomorrow - and we're in. Now we need to decide which blue outfit to wear... 👕+👖 +🧢= #UBuffalo💙
185,"The #UBPSS combined general membership and senate meeting with featured guest RON RACCUIA, Executive Vice President of Pegula Sports Entertainment, is today, Thursday, 2/24, 3-4:30 p.m. Check your inbox for Zoom details. #UBuffalo https://t.co/zsm385nazg"
186,"Nominations are open for:
The Outstanding Service Award and
The Outstanding Service to the Professional Staff Senate Awards. #UBPSS #UBuffalo

Deadline:3/9/2022 

Learn More:https://t.co/JfAvYUH03D https://t.co/ZQdYkbIrPJ"
187,"The 5th annual Teaching Black History Conference will be July 22-24, and this year's theme is Mother Africa. 

Submit your proposal!

#UBGSE #UBuffalo @DrLaGarrettKing 

https://t.co/2EzD48bdlt"
188,"Join us on Feb 25th at 3 PM for a New Book Celebration in honor of Prof. Jenifer Barclay and her book, The Mark of Slavery: Disability, Race, and Gender in Antebellum America!
Prof. Barclay will be joined by Dr. Kim Nielsen to discuss her book. https://t.co/hWRgwnickl #UBuffalo https://t.co/7NhckuQ39Z"
189,@NicoleKuderer @TheBuffaloNews @UBuffalo @ubalumni @RoswellHemOnc @RoswellPark https://t.co/pkRZOHkvIb
190,"#ForeverChemicals, minus the forever part! ❌ Learn how #UBuffalo researchers are working to decrease the lifespans of #PFAS for good. @UBCAS https://t.co/oMmUoXEgGz"
191,"At the #UBuffalo Department of Surgery’s recent #AntiRacism &amp; #HealthEquity event, we were fortunate to have @drcooperowens speak about the historical context of systemic medical racism. An engaging panel discussion followed. Learn more &amp; watch the event: https://t.co/w5aFTaRjgD https://t.co/JmBUePRQ3K"
192,"You spoke—we listened! #UBMgt apparel is now on sale for a limited time. 

Use this link to ship to your home: https://t.co/ExygUduUnR

Use this link to pick up at the school: https://t.co/lnvvNer2ik

Show your UB School of Management pride! 🤘💙

#UBuffalo https://t.co/CfbS74Ny4G"
193,"In addition to this month’s featured events, today we’re proud to highlight Taz Guishard, EMBA ’16, in celebration of #BlackHistoryMonth

Guishard is district sales manager at AstraZeneca Pharmaceuticals, and you can read his Q&amp;A here: https://t.co/OTVms0hGoo

#UBuffalo https://t.co/SGkNh993OK"
194,"School is in session! This week at #UBGSE's Black History Nerds Saturday School: ""The Hill Project: A Black Studies Curriculum"" with Dr. Gholdy Muhammad from University of Illinois at Chicago.

Register now: https://t.co/CEp7o638Xf

#BlackHistoryMonth #UBuffalo @DrLaGarrettKing https://t.co/ZP6dxlTRh1"
195,"This Friday! #UBuffalo's @UBGSE and @UBSchoolofLaw will host a virtual panel: ""Critical Race Theory: Clarifying the Conversation.""

Attendees will gain a deeper understanding of #CRT's meaning and history. Learn more: https://t.co/GYFKyaNTsW.

#UBGSE https://t.co/N8TlYtpPJo"
196,"The 5th annual Teaching Black History Conference will be July 22-24, and this year's theme is Mother Africa. Submit your proposal!

#UBGSE #UBuffalo @DrLaGarrettKing 

https://t.co/hvzMwJDMJc"
197,"Nerd out this Saturday! This week at #UBGSE's Black History Nerds Saturday School: ""The Hill Project: A Black Studies Curriculum"" with Dr. Gholdy Muhammad from University of Illinois at Chicago.

Register: https://t.co/CEp7o638Xf

#BlackHistoryMonth #UBuffalo @DrLaGarrettKing https://t.co/HhKVAYAJnZ"
198,"Today at 2:30 p.m. EST: #UBuffalo's @UBGSE and @UBSchoolofLaw are hosting a virtual panel, ""Critical Race Theory: Clarifying the Conversation.""

Learn more: https://t.co/GYFKyaNTsW.

#UBGSE https://t.co/L2c6GxNYPR"
199,Very proud of #UBuffalo engineering alum Marcus Yam: https://t.co/3ky1keVGKf
200,"@UBengineering students stepped up to the annual ""Egg Drop"" challenge today to help kick-off Engineering Week. That third floor was a loooong way down for some of these contenders. Check out upcoming events: https://t.co/D5K8tOFXGC
#UBuffalo https://t.co/bhQ7PLpjer"
201,@MACSports @UBCoachJack @UBwomenshoops @UBAthletics 🤘🏽🤘🏼🤘🏾
202,"Congrats to @DyaishaFair on being named @MACSports Player of the Week! 🤘🏻

STORY: https://t.co/LwpBZyUip7

#UBhornsUP https://t.co/bP6KnZmDCb"
203,"WHAT A GAME TONIGHT WAS!! 

HUGE S/O @UBwomenshoops for keeping us on our toes all game and still making it out on top!! 

#GoBulls #UBuffalo 🤘💙🤘 https://t.co/MdgbVaAKhh"
204,WEAR YOUR BLUE AND BRING THAT PRIDE 💙💙💙💙 https://t.co/4F4uFZcG2p
205,"With tonight's victory the Bulls are officially.....CLEVELAND BOUND!

#UBhornsUP https://t.co/Cs7WSE537D"
206,"Annelise Gunn-Taylor, #UBuffalo Accelerated Baccalaureate Degree in Nursing student, recognizes the nursing faculty, instructors and peers that make her program great and her experience worth the hard work. #UBTrueBlue

https://t.co/YUp2eDcQ0E"
207,"Questions about the CRNA admissions process? Join us March 10 to learn about admission requirements, the application timeline and common misconceptions about the application process. #UBuffalo

https://t.co/Bkh00voQUp https://t.co/POm0Ft1q8a"
208,#UBuffalo SON community: We invite you to wear your #UBTrueBlue every Friday with the rest of the #UBuffalo campus community! Post a picture and make sure to tag us. 🧢 🤘 https://t.co/DNpwIyxxEs
209,Dean Marsha Lewis is #UBTrueBlue! Are you? Share a picture of your #UBuffalo True Blue pride and be sure to tag us! 💙🤘 https://t.co/0ODWPd16hT
210,"The University at Buffalo School of Nursing is hiring a simulation coordinator to manage, assess and evaluate daily simulation activities. #UBuffalo

Learn more and apply: https://t.co/4zrBS8aEq4"
211,"ON TO CLEVELAND! 

With tonight’s win, the Bulls have officially clinched a spot in the @MACSports Tournament! 🤘🏻

#UBhornsUP https://t.co/aHvWAS17Pw"
212,"#UBuffalo students take note! 📝 Navigate will be unavailable tonight from 9 - 10 p.m. for planned maintenance. 

Navigate is used to book appointments across campus, set reminders, locate campus resources and more. https://t.co/cm0kvrfmKK @UBStudentExp"
