,Tweet
6,'Delighted to recognize and honor #UBuffalo’s newest class of graduating seniors! Congratulations! We can’t wait to see what the future holds for you! #UBTrueBlue #SeniorToast https://t.co/bAjQda15HZ'
7,"֍ Congratulations to Associate Professor and Director of Theatre BA Meredith Conti, PhD, on the publication of her most recent book ""Theatre and the Macabre,"" co-edited with Kevin J. Wetmore, Jr.! ֍  https://t.co/VlZaPRARnv #ubuffalo #ubthd #ubcas https://t.co/WaBIe4zBfp'"
8,"'""Tigrayan forces summarily executed dozens of civilians in two towns they controlled in Ethiopia’s northern Amhara region between August 31 and September 9, 2021,"" per @HRW #NoMore #BreakTheSilence @UBuffalo @UB_President'"
9,"'Kobo, Ethiopia:On Sep 9, #tplf summarily executed a total of 23 people in four separate incidents, witnesses said.z killings were in apparent retaliation 4 attacks by farmers on advancing #tplf forces earlier that day"" - @HRW #NoMore #BreakTheSilence @UBuffalo @UB_President'"
10,"'Ethiopia: ""Chenna residents told @HRW that over the next five days Tigrayan/TPLF forces summarily executed 26 civilians in 15 separate incidents, before withdrawing on September 4."" - @HRW  #NoMore #BreakTheSilence @UBuffalo @UB_President'"
11,"'""All [TPLF] fighters intw\'d claimed to have been recruited by force... Respondents described how regional authorities &amp; paramilitary forces... came door-to-door in search of recruits."" #NoMore #BreakTheSilence @UBuffalo @UB_President'"
12,"'TPLF cruelty in Tigray, Ethiopia ""Women... felt compelled to flee as their sons were living in Addis Ababa, and they were living with the threat of imprisonment if their sons did not return to Tigray to join the fighting force."" #NoMore #BreakTheSilence @UBuffalo @UB_President'"
13,"'TPLF Terror: Of the civilians interviewed, 83 percent were motivated to leave Tigray due to fear..  of “new laws” targeting anyone who had been working – even interfacing – w/ Ethiopia federal govt: https://t.co/1ie5EcDsAO #NoMore @UBuffalo @UB_President'"
14,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/1ie5EcDsAO #NoMore @UBuffalo @UB_President"
15,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/1ie5EcDsAO  #NoMore @UBuffalo @UB_President #BreakTheSilence'
16,"'The TPLF has been terrorizing the people of the Horn of Africa for more than 30 years. Still, no group of people have suffered at the hands of the TPLF more than Tigrayans themselves - who are forced &amp; brainwashed into wars that never serve them. #NoMore @UBuffalo @UB_President'"
17,"'""Nineteen people described seeing Tigrayan/TPLF fighters in Chenna and Kobo summarily execute a total of 49 people who they said were civilians, providing 44 names."" - @HRW #NoMore @UBuffalo @UB_President #BreakTheSilence'"
18,"'Ethiopia: ""A 70-year-old man said that two Tigrayan fighters killed his son, 23, and nephew, 24, in his home in Chenna’s Agosh-Mado neighborhood on September 2"" - @HRW #NoMore @UBuffalo @UB_President #BreakTheSilence'"
21,'Congratulations and thank you to @Debanik15 (Andreadis Lab Group) and @sonpal_aditya (Hachmann Lab Group) for presenting their research to the department during our Spring 2022 PhD Seminar today. #UBCBE #UBSEAS #UBuffalo'
23,'#USACE @ASCETweets @CI_ASCE @GeoInstitute @ASCE_SEI @ASCE_TDI @uesi_asce @DFI_Tweets @IEEEorg @power_engineers @AAEESdotORG @AEGweb @GBAssn @issmge @AISES @nacme @NSBE @r1nsbe @r2nsbe @r3nsbe @NSPE @NYSSPE @sacnas @SAME_National @SHPE @SWEtalk @TauBetaPi @UBuffalo @buffalostate'
24,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/DwT8ulnraz #NoMore @UBuffalo @UB_President"
25,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/DwT8ulnraz  #NoMore @UBuffalo @UB_President #BreakTheSilence'
30,“About five of them (TPLF Tigrayan rebels) went into a room where you can chew qat [a stimulant] and brought out four men who were my neighbors and just shot them. I don’t know why they chose them.” - @HRW #NoMore @UBuffalo @UB_President  #BreakTheSilence'
31,'@HeppnerLab @UBuffalo @UBCAS @UBChemistry @heppnerd 🥰😍'
33,'Applications now being accepted for our 2022 Early Career Award for Distinguished Scholarly Contributions to Bullying Prevention! Recipient will receive a plaque &amp; $1000/Submit by: 7/15/22 @nasponline @nyasp @UBuffalo @ibpaworld @PREVNet @onlinebullying   https://t.co/meFGcVUNTf'
34,'This is a test. Sign up to receive alerts at https://t.co/xOoylvuUcJ #UBuffalo #UBAlert'
35,'@UBuffalo https://t.co/td172D0OuV'
38,'@uvmcomplexity @ConcordDotOrg @UBuffalo'
39,'@ubwriting Congrats Brent! 🎉'
40,Happy Birthday to us! 🎉 We hope you'll indulge in a little treat today in honor of #UBuffalo! https://t.co/hRp7uek8Lw
41,Congratulations to the winners of this year's Career Resource Center awards!   The full list of winners and more photos are available at: https://t.co/RgXA2gDjIs   #UBMgt #UBuffalo https://t.co/yshp4OxKB5
42,#CancelHR6600 #RejectS3199 @UBuffalo  @ubalumni You chose to become an accessory to genocide I Northern Ethiopia! Mai Cadra will haunt you for a long time to come! Hosting mercenary intellectuals the defend death of innocents is not respectable! #UnityForEthiopia'
43,'ICYMI ... #UBuffalo professor Paschalis Alexandridis speaks to Wall Street Journal about why Americans recycle only 5% of the plastic they use ... https://t.co/WlnNS68qLC'
44,"#UBuffalo Libraries Stress Relief Days are in the Blake Center, Ellicott Complex today from 12-4pm!  Take a break from studying for exams to relax with puzzles, games and more.  Our special guest will be Brodie, joining us from 2-4pm! #stressrelief https://t.co/2baNKHKeNx'"
45,"It might be the end of the semester, but there's always a goal to work towards!  #UBuffalo Wellness Coaches can help you create new goals and start making steps toward achieving them. Yesssss, even over the summer.   Set up an appointment ⬇️ https://t.co/kfvT4Dtqb1"
47,'@HeppnerLab @UBuffalo @UBCAS @UBChemistry @heppnerd Woohooo!!'
48,'@HeppnerLab @UBuffalo @UBCAS @UBChemistry @heppnerd YES!! You love to see it!'
49,'@HermelaTV @TIBEBETADESSE32 @UBuffalo @UB_President #ColorofUnity #TPLFisaterroristgroup'
50,'@HermelaBrook @hrw @UBuffalo @UB_President Fight back arm your self don’t let anyone come to your village. Don’t expect anyone to defend you. That is the only way'
51,'@HeppnerLab @UBuffalo @UBCAS @UBChemistry @heppnerd Love new #chemicalbiology equipment!  Congrats!!🎊'
54,'@HeppnerLab @UBuffalo @UBCAS @UBChemistry @heppnerd Spring has sprung! You can feel the growth happening! It just happens to be cell growth....'
55,"'As the seasons change, one has to keep a look out for the first signs of spring in a #chemicalbiology lab. The first pieces are being installed in our freshly renovated tissue culture room. @UBuffalo @UBCAS @UBChemistry @heppnerd https://t.co/bct8zHRHsa'"
56,'@HermelaBrook @teddykaramara @hrw @UBuffalo @UB_President #EthiopiaPrevails #CancelHR6600'
61,'“About five of them (TPLF Tigrayan rebels) went into a room where you can chew qat [a stimulant] and brought out four men who were my neighbors and just shot them. I don’t know why they chose them.” - @hrw @amnesty @DavidAltonHL @UKParliament #NoMore @UBuffalo @UB_President'
62,'angew_chem: Atomically Dispersed Dual-Metal Site Catalysts for Enhanced CO2 Reduction: Mechanistic Insight into Active Site Structures (Wu) @FengEnergyLab @UBuffalo @PittTweet @ResearchOSU https://t.co/ijcbfTfvVI https://t.co/28VpBGlSsZ'
67,"The Rolling Stones plus the McCoys and the Standells 🎶  Tuesday, June 28, 1966 at the #Buffalo Memorial Auditorium.   ➡️ Tickets available at Norton Hall, #UBuffalo https://t.co/UX2ZsTFhhA'"
68,'@Tim_Monreal @DrLaGarrettKing @teachingsocst @UBGSE Welcome to the #UBuffalo family! 🤘🏽🤘🏿'
70,'@Duttalab2017 @CCLRI @NINDSnews @mssociety @UBuffalo @TesarLab @GoCasteloBranco @D_eck_ard Many congratulation.. very nice work'
72,'@HermelaBrook @hrw @UBuffalo @UB_President #OpposeHR6600 #CancelS3199'
73,'The City of Buffalo is a laboratory for these #UBuffalo School of Architecture and Planning students. See &lt;https://t.co/4rV1dx68X6&gt;.'
74,"3 trainees in the @Jacobs_Med_UB Department of Microbiology &amp; Immunology have received fellowships from @American_Heart! Congrats to Emily Blair Ivey, Murat Can Kalem &amp; Manmeet Pal Singh Bhalla!   Learn about their #UBuffalo mentors &amp; important research: https://t.co/V0hg9mnNQX https://t.co/Em49EiKcup'"
75,"Big news drop…  Starting Fall 2022, I have accepted a position as an Assistant Professor in the Department of Learning and Instruction at #UBuffalo and #UBGSE. Unbelievably humbled and excited to do social studies work with @DrLaGarrettKing and @teachingsocst in @UBGSE https://t.co/EfOo3Rdv2X'"
80,"TPLF Cruelty: 71% of IDPS intvw'd identified hunger as a primary motivation to flee, Respondents included the elderly, whose children had either left Tigray or... couldn't contribute a fighter [to TPLF] https://t.co/DTRKRcohyB  #NoMore @UBuffalo @UB_President #BreakTheSilence"
81,"'TPLF Terror: Of the civilians interviewed, 83 percent were motivated to leave Tigray due to fear..  of “new laws” targeting anyone who had been working – even interfacing – w/ Ethiopia federal govt: https://t.co/DTRKRcohyB #NoMore @UBuffalo @UB_President'"
82,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/DTRKRcohyB #NoMore @UBuffalo @UB_President"
83,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/DTRKRcohyB  #NoMore @UBuffalo @UB_President #BreakTheSilence'
89,"Buffalo Research News: The May/June issue of the #UBuffalo CTSI's community newsletter explores UB's Brain Train, a program designed to help the community better understand brain health and disease. - https://t.co/fr9VeQ4prX https://t.co/AbLR5jwQBQ"
91,'A great collaboration with Gang @UBuffalo and Guofeng @PittTweet on an atomically dispersed catalyst project. @EngineeringOSU https://t.co/K3guJjhhA3'
92,'Atomically Dispersed Dual-Metal Site Catalysts for Enhanced CO2 Reduction: Mechanistic Insight into Active Site Structures (Wu) @FengEnergyLab @UBuffalo @PittTweet @ResearchOSU https://t.co/4Omicy3RZv https://t.co/lDf7jZ1142'
93,'Uniland congratulates @HillelofBuffalo as they celebrate 75 years of Jewish community on campus at the @UBuffalo and @buffalostate! https://t.co/VbjBPQVBhf #UnilandCares https://t.co/2j9nHFXVEe'
95,'@1EthiopiaTekdem @hrw @UBuffalo @UB_President https://t.co/UcvZOKnLK5'
97,'@mwolfers @UBuffalo I learned something useful today. On Twitter. Thank you!'
98,'Today is the perfect day to share this! Our admissions office pulled together a fabulous list of the best things to do in Buffalo in the summer. Consider this your summer time “to do” list: https://t.co/LqX0FQ69WN #UBuffalo'
99,'@UBHonors How cute! 💙'
100,"A new study from @Ubuffalo and @UUtah examines what happens when GenX –chemicals used in food packaging, nonstick coating and other products – interacts with water.   Learn more ➡️ https://t.co/BsmVWLpeFl https://t.co/mxRrJPcEvt'"
102,'Hanging out in the Don Shack Student Lounge with our new friend Huckleberry today! #ubuffalo #ubhonors https://t.co/XUsTSEAgsm'
107,"'TPLF Terror: Of the civilians interviewed, 83 percent were motivated to leave Tigray due to fear..  of “new laws” targeting anyone who had been working – even interfacing – w/ Ethiopia federal govt: https://t.co/iakxeSLOVy #NoMore @UBuffalo @UB_President'"
108,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/iakxeSLOVy  #NoMore @UBuffalo @UB_President #BreakTheSilence'
109,'@HagereE44170825 @hrw @UBuffalo Thank you for sharing'
110,"'Kobo, Ethiopia: On Sep 9, Tigrayan forces summarily executed a total of 23 people in four separate incidents, witnesses said. The killings were in apparent retaliation for attacks by farmers on advancing Tigrayan forces earlier that day"" - @HRW #NoMore #BreakTheSilence @UBuffalo'"
115,"'WiSE sends kudos to Dr. Deborah D.L. Chung, UB Professor of Mechanical and Aerospace Engineering, as she presented her inaugural Millie Dresselhaus Memorial Lecture at MIT (via Zoom) on May 9, 2022. #ubseas, #ubengineering, #ubwise, #UBuffalo, #ubcas, #ubwisc, #ubstem https://t.co/6eEhCoTWS6'"
116,Did you miss this week's special guest? @BerardiSpeaks talked about the impact the CORE program has had on her success on our weekly FB Live. Click here for an instant replay. https://t.co/pVKLSE19w6 #UBCEL #UBuffalo #Trueblue #UBMgt #Entrepreneurship https://t.co/Ym7njGgZLY
117,Christopher H. Koch is on the @UBuffalo Council (aka #UBuffalo's Board of Trustees) ⬇️  https://t.co/eaRP96nHnQ
118,"Join us in celebrating Carl Lam, #UBGSE alum and #UBuffalo student and resource analyst, for being named to Buffalo Business First’s 30 Under 30 list. 👏  Read the full story ➡️ https://t.co/6ZP4VyRxwc  @CarlHLam @UBSchoolofMGT @bflobroadcaster @CityNewsTO @WGRZ @CityNewsVAN https://t.co/9owqsqHalm'"
119,"Congratulations to @UBuffalo @ubalumni Marcus Yam, BS'06 for his incredible accomplishment and recognition as a @PulitzerPrizes honoree.   https://t.co/usRLI1W42w"
120,Test your knowledge of B-school trivia!💡📚  Register for our “We Mean Business” competition to compete for a $500 @Amazon gift card and additional prizes. All are invited!  June 1 | 7:30 p.m. Eastern | Online   Learn more and register: https://t.co/TPC73hDXO7  #UBMgt #UBuffalo https://t.co/KP0zoVl1uB'
121,"Deadline alert: Today (May 10) is the deadline to complete your #UBuffalo housing application. If you're planning to live on campus next year, don't miss this important step. Take care of it now at https://t.co/kcUV2mfpiU https://t.co/Nxy05KZWjP"
122,"Helping Students at Risk for Suicide - virtual workshop w/Dr. Celia Spacone/Tuesday, May 24/free registration!/6 CE credits available (for LMSW, LCSW, LMHC). Please share with school contacts! #suicideprevention #safeschools @UBGSE @UBSSW @UBuffalo  https://t.co/5xCQDepZX2'"
123,"'This Friday, May 13, we remember our student friends who passed away during this academic year 💙 Help us remember these important people and the impact they had on us, our friends, and the #UBuffalo community. https://t.co/GdG5MgPtDQ https://t.co/2tQfvCLszn'"
124,"'.@UBuffalo hosts a free public panel discussion on the war in #Ukraine from 5:30-7 p.m. Wednesday in Room 109 of Knox Hall on UB’s North Campus. After 3 p.m., permits are not required for many nearby parking lots.'"
125,'Thinking about a History class for 🍂Fall 2022🍂? Consider HIS 290 History of Antisemitism: From Antiquity to the Present with Prof. Pines. #UBuffalo https://t.co/vLos1Zhz9a'
126,Check out [&amp; follow!] @TiaPalermo's new lab at @UBuffalo @ubsphhp:   ➡️ Protection and Promoting Equity (2PE) Lab   Great to be an ongoing collaborator w/ Tia &amp; star PhD students @quinone22 &amp; co!  https://t.co/i5ngIfQowD https://t.co/ROzbx8VQtV
127,'Learn more about @yamphoto’s work! ➡️https://t.co/jDAenovNrd https://t.co/gvYEJLhX1v'
129,'@UB_History @PAT_History Congratulations! 🤘🏽💙'
130,"'🎉Congratulations 2022 History Phi Beta Kappa Inductees, Alexis Heng, Madelyn Lemay, Danielle Redfield, Caroline Spaulding, and Sarah Wack!🎊#UBuffalo https://t.co/Rqay355kQw'"
131,'Beyond proud of #UBuffalo engineering alum Marcus Yam for winning the Pulitzer Prize for breaking news photography: 👏👏👏https://t.co/Zko7bhTF3Q'
132,"Given the impact of recruitment on the success or failure of the clinical trial process, investigators are encouraged to take full advantage of #UBuffalo CTSI offerings. Learn more in a story on UB Now, the daily @UBuffalo online newspaper.  https://t.co/IdQhKcqzxg'"
133,'Thank you Molly Potvin - AT for UB Wrestling - for speaking on dermatological conditions! We love having clinical ATs bring their expertise into classes. @BullsSportsMed #UBuffalo #UBSPHHP #Translational https://t.co/Ml0Q4KYsJG'
134,"See John Galiski’s career progression as a CPA and certified fraud examiner, and how the School of Management helped launch his career. https://t.co/JGc4A7e8R6 #UBuffalo #UBMgt #UBAlumni https://t.co/EFL4NXqyiE'"
135,'@meazaG_ @UBuffalo For nothing'
137,Check out @TiaPalermo's lab @2pelab in UBuffalo's network of equity-centered labs! https://t.co/mYPe6tXVn9
138,'@IbroEthio @girum75 @iyoba4u @HermelaTV @afizejem @yonast98 @UBuffalo @UB_President #BreakTheSilence #OpposeS3199'
141,"""Tigrayan forces summarily executed dozens of civilians in two towns they controlled in Ethiopia’s northern Amhara region between August 31 and September 9, 2021,"" per @HRW #NoMore @HermelaBrook @afizejem @iyoba4u @yonast98 @HermelaTV  #BreakTheSilence @UBuffalo @UB_President https://t.co/Q3cnloiuLy'"
142,"Ethiopia: ""Chenna residents told @HRW that over the next five days Tigrayan/TPLF forces summarily executed 26 civilians in 15 separate incidents, before withdrawing on September 4."" - @HRW  #NoMore @afizejem @BeZyee @Tsedeniya11  #BreakTheSilence @UBuffalo @UB_President https://t.co/cZhS3OgsNy'"
143,"""All [TPLF] fighters intw\'d claimed to have been recruited by force... Respondents described how regional authorities &amp; paramilitary forces... came door-to-door in search of recruits."" #NoMore @iyoba4u @HermelaTV @afizejem @yonast98  #BreakTheSilence @UBuffalo @UB_President https://t.co/zpLYqWINqi'"
144,"'TPLF cruelty in Tigray, Ethiopia ""Women... felt compelled to flee as their sons were living in Addis Ababa, and they were living with the threat of imprisonment if their sons did not return to Tigray to join the fighting force."" #NoMore #BreakTheSilence @UBuffalo @UB_President https://t.co/mlR9MzWRK1'"
145,"TPLF Cruelty: 71% of IDPS intvw'd identified hunger as a primary motivation to flee, Respondents included the elderly, whose children had either left Tigray or... couldn't contribute a fighter [to TPLF]  @iyoba4u @Tsedeniya11   #NoMore @UBuffalo @UB_President #BreakTheSilence https://t.co/kQvGXJ0AkR"
146,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen  @afizejem @HermelaTV  #NoMore @UBuffalo  @UB_President https://t.co/dVwLRhWlF6"
147,Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. @NeaminZeleke @HermelaTV @iyoba4u @afizejem #NoMore @UBuffalo @UB_President #BreakTheSilence https://t.co/vJt4JDwtnW'
148,"'The TPLF has been terrorizing the people of the Horn of Africa for more than 30 years. Still, no group of people have suffered at the hands of the TPLF more than Tigrayans themselves - who are forced &amp; brainwashed into wars that never serve them. #NoMore @UBuffalo @UB_President https://t.co/Gc9P6aJDQ4'"
149,"'""Nineteen people described seeing Tigrayan/TPLF fighters in Chenna and Kobo summarily execute a total of 49 people who they said were civilians, providing 44 names."" - @HRW #NoMore @UBuffalo @UB_President #BreakTheSilence https://t.co/QxZQGFrB1y'"
150,"'Ethiopia: ""A 70-year-old man said that two Tigrayan fighters killed his son, 23, and nephew, 24, in his home in Chenna’s Agosh-Mado neighborhood on September 2"" - @HRW #NoMore @UBuffalo @UB_President #BreakTheSilence https://t.co/Fvgy1LsH5C'"
153,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/J9czJnyeCk #NoMore @UBuffalo @UB_President"
157,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/gHs8n9FmfY  #NoMore @UBuffalo @UB_President #BreakTheSilence'
162,"TPLF Cruelty: 71% of IDPS intvw'd identified hunger as a primary motivation to flee, Respondents included the elderly, whose children had either left Tigray or... couldn't contribute a fighter [to TPLF] https://t.co/11EoVtY99s  #NoMore @UBuffalo @UB_President #BreakTheSilence"
163,"'@SwitchFinder @zoebchance @Clive_Bates @sharonhgreen89 @AmyLFairchild @NEJM @UBuffalo @ltkoz1 Good reco, Martin--thank you!'"
167,"TPLF Cruelty: 71% of IDPS intvw'd identified hunger as a primary motivation to flee, Respondents included the elderly, whose children had either left Tigray or... couldn't contribute a fighter [to TPLF] https://t.co/iakxeSMmL6  #NoMore @UBuffalo @UB_President #BreakTheSilence"
168,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/iakxeSMmL6 #NoMore @UBuffalo @UB_President"
169,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/iakxeT3pN6 #NoMore @UBuffalo @UB_President"
170,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/iakxeT3pN6  #NoMore @UBuffalo @UB_President #BreakTheSilence'
171,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/iakxeSMmL6  #NoMore @UBuffalo @UB_President #BreakTheSilence'
178,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/Shf631mc6u #NoMore @UBuffalo @UB_President"
179,"One last chance to attend Study Buddy Hours 🚨   An open study space to connect with other #UBuffalo students, learn stress relief tips, and support each other before finals. Including snacks and study break activities. Drop-in at SU Room 145, 5/11 ⬇️ https://t.co/qV6B6sbhzt https://t.co/7xNHbQjApC'"
181,'@sitty_mu @rof_africa @hrw @UBuffalo @UB_President The best is yet to come'
183,'Looking for a 🍂Fall 2022🍂 300 or 400 level history course? Check out the classes below! #UBuffalo https://t.co/JeyjrGMunE'
186,James Joyce fans - did you know the world's largest #JamesJoyce collection is at @UBuffalo? https://t.co/vt0hukb03P
187,'@zoebchance @jgitchell @Clive_Bates @sharonhgreen89 @AmyLFairchild @NEJM @UBuffalo @ltkoz1 @jgitchell thanks for the nod and introducing me to the work of @zoebchance.  I think this paper is a nice illustration of Gator/Judge in my field.  https://t.co/ssYaKJU7cT'
188,"'Kobo, Ethiopia: On Sep 9, Tigrayan forces summarily executed a total of 23 people in 4 separate incidents, witnesses said. Z killings were in apparent retaliation for attacks by farmers on advancing Tigrayan forces earlier that day"" - @HRW #BreakTheSilence @UBuffalo @UB_President'"
190,"'Happy #HospitalWeek to the hard-working staff at @CHSBuffalo, @KaleidaHealth, @ECMC, @RoswellPark and @DeptVetAffairs Western New York Healthcare System. With #UBuffalo, we are the future of health care in WNY, giving students &amp; trainees important clinical experiences.'"
191,"How School Nurses Affect Policy, Drive Change to Improve Child Health: A Glimpse into the Distinguished Career of #UBuffalo SON Alumna Martha Dewey Bergren  https://t.co/OJIpkWLDnE'"
192,@PatrickXCoyle @AmericanProudO1 @UBuffalo @YAF_UB @yaf All I see there is hate speech. People who participate in hate speech are extremists according to the leftwing @SpeakerPelosi. That means there's a large problem with extremist on college campuses that is being ignored.   Pass it on...
193,"'Towels ✅ Spare Clothes ✅ Duct Tape ✅  Oozefest finally returned to #UBuffalo and it was better, and muddier, than ever! 🏐😎 🤘🏽 Looking for more photos? Check out the gallery! ▶️ https://t.co/zP0qOvhAY7 https://t.co/ldT9MXQSdv'"
195,"'Ethiopia: ""Chenna residents told @HRW that over the next five days Tigrayan/TPLF forces summarily executed 26 civilians in 15 separate incidents, before withdrawing on September 4."" - @HRW #NoMore #BreakTheSilence @UBuffalo @UB_President'"
197,"TPLF Cruelty: 71% of IDPS intvw'd identified hunger as a primary motivation to flee, Respondents included the elderly, whose children had either left Tigray or... couldn't contribute a fighter [to TPLF] https://t.co/D4xbfgjJ68 #NoMore @UBuffalo @UB_Presid"
198,"'TPLF Terror: Of the civilians interviewed, 83 percent were motivated to leave Tigray due to fear.. of “new laws” targeting anyone who had been working – even interfacing – w/ Ethiopia federal govt: https://t.co/D4xbfgjJ68 #NoMore @UBuffalo @UB_President'"
199,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/D4xbfgBSkg #NoMore @UBuffalo @UB_President #BreakTheSilence'
202,"'"".. two TPLF fighters came to my compound … they asked [for] our identity cards &amp; accused us of being members of the local defense forces. Then they tied my son and nephew’s hands behind their backs.. shot them dead..."" - @HRW #NoMore @UBuffalo @UB_Presid'"
204,"Every student who applies to live on campus by May 10 and moves into #UBuffalo on-campus housing this fall could win:  🥇 Free room rent for fall 2022 - up to $5,000 🥈 $1000 housing credit (5) 🥉 $250 dining dollars (5) 🏆 Video game console 🏆 Tablet 🏆 AirPods https://t.co/p6wwFG0Ckg'"
205,"@PhebenKassahun @UBuffalo 14. Tigray mothers and #MothersDay2022.  “They're enjoying my suffering. They didn’t think I was a person. Every time I tried to stop them, they told me to ‘shut up, &amp; beat me”  #Justice4TigrayWomen #TigrayGenocide @Oprah @HillaryClinton @SarahChampionMP"
206,Q: Where is the largest collection of all things James Joyce? A: @UBuffalo. Now an @NEHgov challenge grant will help house things in a museum. https://t.co/jsP07o7Wuv'
207,@SBraxtonTech @UBuffalo Congrats on your enrollment in the software development bootcamp.🎉We're excited to tackle this journey with you!!😀
208,'@RobCGalbraith @UBuffalo Passed by the police cars outside Oliver’s'
209,"'@jgitchell @Clive_Bates @sharonhgreen89 @AmyLFairchild @NEJM @SwitchFinder @UBuffalo @ltkoz1 this is so interesting, thank you! i had no idea that policies and approaches were so different in these different but similar countries.'"
210,"@BklynLabSchool @BetterMakeRoom @ReachHigher @NYSEDNews @CarnegieCorp @UBuffalo Congratulations, Shamel, on your outstanding achievement. 💚  Wishing you all the best for the future and all its challenges and opportunities!'"
211,"@BklynLabSchool @BetterMakeRoom @ReachHigher @NYSEDNews @CarnegieCorp @UBuffalo @UB_President Congratulations, Trinity!  Caps off to you! You worked so hard for this moment, and we hope you are basking in the light of your outstanding achievements! 💚'"
218,"'Christopher Koch has sat on the @UBuffalo Council, the governing body of the largest State University of New York campus, since 2013. https://t.co/WVhr1yLz6i'"
219,Leaders of the future! 🤘🏅 Congratulations to the 25 #UBMgt students in the LeaderCORE™ Class of 2022. They received their medals and certification in a ceremony held last week in Paula's Plaza outside the UB School of Management.   #UBMBA #UBuffalo #Leadership https://t.co/1ENyhnw4P3
220,'@JakeMcDPT @UBuffalo @aptany Congrats man!!!'
221,'This gives me such joy--a big congratulations to @CPeoplesStokes for her fantastic leadership not only of #UBuffalo but of her tireless work on behalf of the Western New York community.  Keep driving #change Majority Leader! https://t.co/X60f1Qy6pd'
222,"Last Friday, UB's Chapter of @PAT_History inducted 39 new members! Our largest cohort to date! Congratulations to all our new PAT members! #UBuffalo https://t.co/fawnBzLBWn"
224,📣Deadline TODAY!  The deadline for the Undergraduate Research Paper has been extended to May 9th! More information and submission process: https://t.co/1EXqbbhhpq #UBuffalo https://t.co/LJoslvnkaF'
227,"'In the last 12 months, there have been a number of changes to the #UBuffalo CTSI Board, which is the principal oversight body of the CTSI and is comprised of leaders of each Buffalo Translational Consortium partner institution. Learn more: https://t.co/tIQ5UCD2k0 https://t.co/zfZMwlncUw'"
228,Summer is coming!  Please remember to return your  #UBuffalo Libraries' books and other borrowed items on or before the due date.  https://t.co/mGlKZGYgmM https://t.co/atF3ywhpCL
229,"'The goal is to develop secondary recyclable markets to ease costly burdens on municipal #recycling programs, &amp; best practices for streamlining recycling process, especially with certain types of lower-grade #plastics. https://t.co/2seUU6DhhK @UBuffalo @NYSDEC #circulareconomy'"
232,"Session 2: Thomas Russo from @UBuffalo, Jiayu Wang from @EdinburghUni &amp; @Doktor_Basti from @CamVetSchool  Session 3: @Prince_Lab from @Columbia, Andrew Hudson from @Wakehealth &amp; @YueranH from @ucddublin'"
233,'@ProfKindeya @UBuffalo @wdavison10 @meazaG_ https://t.co/0ANLTkNZUH'
237,'\u2066@UBuffalo\u2069’s #JamesJoyce collection is so cool it almost makes me want to read “Ulysses.” Definitely deserves a museum. Here’s my story about it in \u2066@TheBuffaloNews\u2069. #jamesjoyce #JamesJoyceMuseum #Ulysses #Bloomsday #Dubliners #joyce #UB  https://t.co/6t8bbmDjY9'
